30.105068,7.176033
16.737787,3.9429379
-43.6637,5.759685
20.550436,12.668446
-6.8713274,-13.342053
-37.247147,21.559145
-37.603313,-0.6132711
-8.001731,32.262123
-10.582873,-13.7899275
25.11634,16.86087
-37.699337,20.88217
0.8397198,-6.156418
25.570929,17.12852
-43.745117,7.1620693
13.616759,-14.026429
-46.154312,4.419198
2.0507445,-22.075531
-4.2042103,28.23358
10.095804,-9.363159
-10.269273,-13.015484
4.743849,-10.137045
-44.00721,6.6460686
12.5359125,-17.772385
5.3786573,-5.2516313
-11.822216,23.836615
-18.837847,25.910307
-1.6142555,-22.699142
23.306267,14.539399
-1.7791616,-7.137139
2.9892442,-5.3380523
7.7189417,-15.956683
0.32492864,-21.145039
-10.311375,-14.074383
14.393457,-15.779954
3.7311797,-16.237514
4.5185547,-22.818687
5.8886538,-22.274788
-12.484574,21.945858
1.0089723,-20.377388
19.848198,12.075362
6.511555,9.6616955
3.960166,-8.245213
27.023163,17.126753
1.9814929,-11.353909
2.7994545,-10.396292
29.413404,8.026492
-10.586289,-13.736052
-11.116885,-14.63069
25.305855,18.391338
5.999474,12.172482
25.133,15.954729
-35.83787,5.842553
23.216219,13.098734
3.7648263,-27.382778
-37.75431,20.73341
6.570165,-7.7158847
29.24735,9.144162
8.163178,-4.2936945
-17.87742,24.41422
-8.272506,33.516346
21.70993,12.852967
4.4347153,-21.293024
7.172904,-20.479677
-35.279682,21.846066
6.9237247,-6.939638
-47.258175,1.8003238
-6.1209474,19.214357
6.041302,-20.746433
20.830557,17.076803
6.5560913,-5.2556024
-36.83537,19.71248
-11.15158,-14.281545
28.780298,9.139553
25.365816,14.509617
-2.808826,-11.30678
1.8080616,-9.385714
20.716873,10.938819
2.1321604,-21.805119
18.532196,13.666253
-12.617971,-15.01521
-0.699578,-12.043137
20.95281,11.820727
16.748253,5.076157
0.63371736,-4.3651586
20.296707,4.083335
-18.667784,22.597897
-2.885712,-15.6577425
2.1804724,-26.581795
12.226178,-20.869652
2.6358528,-1.918262
5.599219,11.148666
5.682911,-16.90512
-37.75256,1.6353289
14.114807,-16.282257
-5.035874,18.352596
26.76108,16.524944
31.27349,7.7417116
7.635954,-8.728832
-4.0181246,30.12583
16.683926,4.021106
-1.5739971,-19.074024
24.158583,17.584167
17.062424,-18.62787
-11.809406,22.56355
8.0819,10.103695
-8.594109,-16.71875
-33.26655,5.7828097
-10.291594,-14.809709
-4.967518,32.233665
17.113579,4.460233
19.65202,11.804337
-32.718277,-2.8135211
